,Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
4441,22-07-2024 13:36,13:36:00,CNR3233586518,Success,CID161576,Auto,Yeshwanthpur,Malleshwaram,No Reason,No Reason,No,,473,UPI,4,4.3,3.4,#NAME?
4442,19-07-2024 15:13,15:13:00,CNR7092001663,Success,CID484865,Bike,Vijayanagar,HSR Layout,No Reason,No Reason,No,,406,Cash,20,4.2,4.2,#NAME?
4443,09-07-2024 22:33,22:33:00,CNR5681698935,Success,CID639999,Prime Sedan,Chickpet,Hosur Road,No Reason,No Reason,No,,333,Debit Card,17,3.2,3.5,#NAME?
4444,10-07-2024 21:42,21:42:00,CNR4361791422,Canceled by Driver,CID173113,Prime Sedan,Jayanagar,Indiranagar,No Reason,Personal & Car related issue,,,208,,0,,,#NAME?
4445,02-07-2024 09:46,09:46:00,CNR9555056482,Success,CID998135,Auto,Jayanagar,RT Nagar,No Reason,No Reason,No,,379,UPI,17,4.4,4.2,#NAME?
4446,16-07-2024 23:28,23:28:00,CNR4401200595,Driver Not Found,CID625623,Prime Sedan,Marathahalli,Indiranagar,No Reason,No Reason,,,144,,0,,,#NAME?
4447,02-07-2024 20:52,20:52:00,CNR6534798447,Canceled by Customer,CID152756,Prime Plus,Malleshwaram,Richmond Town,Driver is not moving towards pickup location,No Reason,,,237,,0,,,#NAME?
4448,26-07-2024 03:22,03:22:00,CNR2665603087,Canceled by Driver,CID778910,Prime SUV,Nagarbhavi,Kammanahalli,No Reason,More than permitted people in there,,,140,,0,,,#NAME?
4449,25-07-2024 12:26,12:26:00,CNR5492110790,Success,CID371162,Bike,Bellandur,Sarjapur Road,No Reason,No Reason,No,,110,Cash,6,4.4,3.7,#NAME?
4450,17-07-2024 20:31,20:31:00,CNR1617651922,Canceled by Customer,CID788703,Prime SUV,Marathahalli,Magadi Road,Driver is not moving towards pickup location,No Reason,,,698,,0,,,#NAME?
4451,29-07-2024 03:46,03:46:00,CNR3746214923,Success,CID706277,Prime Plus,Hosur Road,Mysore Road,No Reason,No Reason,No,,387,UPI,12,3.6,3.4,#NAME?
4452,11-07-2024 10:26,10:26:00,CNR4882282529,Success,CID666791,Prime Sedan,Kammanahalli,Shivajinagar,No Reason,No Reason,No,,184,UPI,15,3.3,4.4,#NAME?
4453,04-07-2024 14:49,14:49:00,CNR7130471941,Canceled by Driver,CID624734,Mini,Vijayanagar,Devanahalli,No Reason,Personal & Car related issue,,,137,,0,,,#NAME?
4454,03-07-2024 11:17,11:17:00,CNR3683725013,Success,CID692236,eBike,Sarjapur Road,Majestic,No Reason,No Reason,No,,856,Cash,24,3.6,4.4,#NAME?
4455,20-07-2024 22:13,22:13:00,CNR7464321848,Driver Not Found,CID113513,Mini,JP Nagar,HSR Layout,No Reason,No Reason,,,250,,0,,,#NAME?
4456,15-07-2024 11:13,11:13:00,CNR1605460827,Success,CID227452,Prime Sedan,Varthur,Rajarajeshwari Nagar,No Reason,No Reason,No,,233,Cash,24,4.3,3.4,#NAME?
4457,07-07-2024 11:49,11:49:00,CNR9282510502,Success,CID517725,Prime SUV,Basavanagudi,Hennur,No Reason,No Reason,Yes,Customer Demand,147,Cash,18,3.3,3.8,#NAME?
4458,25-07-2024 20:28,20:28:00,CNR4368011182,Success,CID498024,eBike,Rajarajeshwari Nagar,Devanahalli,No Reason,No Reason,No,,162,Cash,44,3.5,4.9,#NAME?
4459,06-07-2024 15:21,15:21:00,CNR8106679360,Success,CID887985,eBike,Sahakar Nagar,Padmanabhanagar,No Reason,No Reason,No,,273,Cash,7,4.1,4.7,#NAME?
4460,25-07-2024 13:49,13:49:00,CNR3886928255,Success,CID933675,Prime SUV,Langford Town,Frazer Town,No Reason,No Reason,No,,997,Credit Card,23,3.3,3.6,#NAME?
4461,21-07-2024 06:16,06:16:00,CNR1379649301,Driver Not Found,CID124181,Prime Plus,Tumkur Road,JP Nagar,No Reason,No Reason,,,231,,0,,,#NAME?
4462,14-07-2024 06:15,06:15:00,CNR9145266289,Canceled by Driver,CID434660,Prime Sedan,Padmanabhanagar,Hulimavu,No Reason,Customer related issue,,,189,,0,,,#NAME?
4463,10-07-2024 21:21,21:21:00,CNR8793787845,Success,CID690472,Auto,Majestic,Hennur,No Reason,No Reason,No,,470,UPI,19,3.4,3.7,#NAME?
4464,21-07-2024 20:06,20:06:00,CNR5765993112,Canceled by Driver,CID297285,Prime SUV,Yeshwanthpur,Devanahalli,No Reason,Personal & Car related issue,,,414,,0,,,#NAME?
4465,18-07-2024 09:56,09:56:00,CNR2914726642,Success,CID362625,Mini,Peenya,Peenya,No Reason,No Reason,No,,2104,Cash,31,3.7,3.0,#NAME?
4466,09-07-2024 06:07,06:07:00,CNR3812484819,Success,CID825636,eBike,Tumkur Road,Ramamurthy Nagar,No Reason,No Reason,No,,106,Cash,25,4.8,4.8,#NAME?
4467,19-07-2024 19:44,19:44:00,CNR1958272862,Success,CID161676,eBike,Ulsoor,Tumkur Road,No Reason,No Reason,No,,432,Cash,29,4.4,4.7,#NAME?
4468,03-07-2024 17:49,17:49:00,CNR7532706453,Success,CID238987,Auto,Electronic City,Ramamurthy Nagar,No Reason,No Reason,No,,169,UPI,15,3.0,4.4,#NAME?
4469,06-07-2024 05:20,05:20:00,CNR9817963765,Success,CID598360,Bike,Basavanagudi,Sarjapur Road,No Reason,No Reason,No,,460,UPI,6,3.1,3.2,#NAME?
4470,19-07-2024 02:41,02:41:00,CNR4143109495,Canceled by Driver,CID963242,Prime Plus,Tumkur Road,Chickpet,No Reason,More than permitted people in there,,,517,,0,,,#NAME?
4471,01-07-2024 20:55,20:55:00,CNR7697812830,Driver Not Found,CID246753,Prime SUV,Tumkur Road,Vijayanagar,No Reason,No Reason,,,2513,,0,,,#NAME?
4472,12-07-2024 06:26,06:26:00,CNR4148843448,Success,CID713323,Prime Sedan,Magadi Road,JP Nagar,No Reason,No Reason,No,,491,Cash,3,3.7,3.4,#NAME?
4473,04-07-2024 23:55,23:55:00,CNR5019659450,Success,CID481518,eBike,KR Puram,Devanahalli,No Reason,No Reason,No,,886,Cash,44,3.2,3.3,#NAME?
4474,15-07-2024 10:08,10:08:00,CNR6082721960,Success,CID715843,Bike,BTM Layout,Malleshwaram,No Reason,No Reason,No,,272,Cash,32,3.2,4.9,#NAME?
4475,25-07-2024 09:34,09:34:00,CNR5959867123,Success,CID526670,Prime Plus,Marathahalli,RT Nagar,No Reason,No Reason,Yes,Vehicle Breakdown,137,UPI,16,4.4,5.0,#NAME?
4476,23-07-2024 03:33,03:33:00,CNR9360946889,Success,CID968969,Auto,Langford Town,Yelahanka,No Reason,No Reason,No,,499,UPI,3,4.9,4.3,#NAME?
4477,16-07-2024 17:16,17:16:00,CNR3952852384,Success,CID619079,Prime Plus,RT Nagar,Richmond Town,No Reason,No Reason,No,,110,UPI,7,4.5,4.4,#NAME?
4478,18-07-2024 11:06,11:06:00,CNR5085108843,Canceled by Driver,CID289487,Prime Sedan,Hosur Road,Cox Town,No Reason,Personal & Car related issue,,,2402,,0,,,#NAME?
4479,22-07-2024 23:43,23:43:00,CNR4908544156,Success,CID293454,eBike,Kammanahalli,Varthur,No Reason,No Reason,No,,486,UPI,10,5.0,4.4,#NAME?
4480,06-07-2024 13:13,13:13:00,CNR6056321360,Success,CID549874,Prime Plus,Richmond Town,Rajajinagar,No Reason,No Reason,Yes,Customer Demand,306,UPI,6,4.9,5.0,#NAME?
4481,24-07-2024 11:52,11:52:00,CNR4329771695,Driver Not Found,CID741521,Prime Sedan,Vijayanagar,Electronic City,No Reason,No Reason,,,652,,0,,,#NAME?
4482,24-07-2024 03:20,03:20:00,CNR9930538428,Success,CID287693,Mini,Padmanabhanagar,HSR Layout,No Reason,No Reason,No,,141,UPI,47,3.6,4.0,#NAME?
4483,03-07-2024 03:28,03:28:00,CNR8424574437,Driver Not Found,CID129558,Prime Plus,Jayanagar,Bellandur,No Reason,No Reason,,,469,,0,,,#NAME?
4484,30-07-2024 23:48,23:48:00,CNR8022312226,Success,CID403114,Auto,Sarjapur Road,Bellandur,No Reason,No Reason,No,,799,Cash,13,4.9,3.1,#NAME?
4485,07-07-2024 18:09,18:09:00,CNR7313763161,Success,CID766472,Auto,Kadugodi,HSR Layout,No Reason,No Reason,No,,262,Cash,12,4.2,4.1,#NAME?
4486,19-07-2024 10:12,10:12:00,CNR4395523964,Success,CID700960,Prime Sedan,Banashankari,Hosur Road,No Reason,No Reason,No,,403,UPI,25,3.6,3.4,#NAME?
4487,07-07-2024 00:03,00:03:00,CNR5773726310,Success,CID206218,Bike,Cox Town,Vijayanagar,No Reason,No Reason,No,,255,UPI,18,4.7,3.4,#NAME?
4488,30-07-2024 06:31,06:31:00,CNR5517189334,Driver Not Found,CID736271,Prime Plus,Richmond Town,Shantinagar,No Reason,No Reason,,,2138,,0,,,#NAME?
4489,13-07-2024 11:57,11:57:00,CNR6378667258,Success,CID884073,eBike,Sarjapur Road,BTM Layout,No Reason,No Reason,No,,480,Cash,12,3.2,4.0,#NAME?
4490,23-07-2024 22:24,22:24:00,CNR6331212250,Success,CID123246,Auto,RT Nagar,Magadi Road,No Reason,No Reason,No,,244,UPI,19,4.5,4.5,#NAME?
4491,05-07-2024 08:40,08:40:00,CNR5093571240,Canceled by Driver,CID173178,Mini,Peenya,Peenya,No Reason,Customer related issue,,,226,,0,,,#NAME?
4492,18-07-2024 09:44,09:44:00,CNR3158797013,Canceled by Customer,CID404660,Prime Sedan,Magadi Road,Basavanagudi,Driver is not moving towards pickup location,No Reason,,,462,,0,,,#NAME?
4493,09-07-2024 20:48,20:48:00,CNR3917243487,Success,CID127243,Prime Sedan,Yeshwanthpur,RT Nagar,No Reason,No Reason,No,,992,Cash,36,3.0,3.6,#NAME?
4494,24-07-2024 12:12,12:12:00,CNR9215003966,Success,CID325631,eBike,Peenya,MG Road,No Reason,No Reason,No,,147,UPI,17,4.7,3.9,#NAME?
4495,02-07-2024 11:43,11:43:00,CNR7227915730,Success,CID657974,Prime SUV,Shantinagar,Jayanagar,No Reason,No Reason,No,,633,Cash,37,4.8,4.0,#NAME?
4496,20-07-2024 16:02,16:02:00,CNR6487549639,Success,CID527369,Mini,Kadugodi,Whitefield,No Reason,No Reason,No,,129,Cash,6,4.3,4.2,#NAME?
4497,19-07-2024 15:59,15:59:00,CNR1296485264,Success,CID316121,Prime Sedan,Devanahalli,Chamarajpet,No Reason,No Reason,No,,276,UPI,39,4.2,4.4,#NAME?
4498,28-07-2024 12:08,12:08:00,CNR4299821490,Success,CID133871,Prime Sedan,Kadugodi,Magadi Road,No Reason,No Reason,No,,297,Cash,39,4.4,4.1,#NAME?
4499,11-07-2024 18:03,18:03:00,CNR7971829473,Success,CID747320,Prime Sedan,Padmanabhanagar,Frazer Town,No Reason,No Reason,No,,2014,UPI,19,4.1,4.0,#NAME?
4500,08-07-2024 03:54,03:54:00,CNR3608845042,Canceled by Driver,CID917462,Prime Sedan,RT Nagar,Shantinagar,No Reason,Customer related issue,,,428,,0,,,#NAME?
4501,26-07-2024 17:27,17:27:00,CNR1930447587,Success,CID755008,Mini,Majestic,Magadi Road,No Reason,No Reason,No,,721,Cash,5,4.3,3.1,#NAME?
4502,03-07-2024 17:14,17:14:00,CNR1042445067,Success,CID162644,Prime SUV,Basavanagudi,RT Nagar,No Reason,No Reason,No,,389,UPI,10,5.0,4.6,#NAME?
4503,17-07-2024 12:05,12:05:00,CNR2297378707,Success,CID639338,Auto,Varthur,Bannerghatta Road,No Reason,No Reason,Yes,Customer Demand,520,Credit Card,12,4.8,3.6,#NAME?
4504,04-07-2024 23:57,23:57:00,CNR8803486403,Success,CID267490,Prime Plus,Hebbal,Hulimavu,No Reason,No Reason,No,,207,UPI,39,4.9,4.5,#NAME?
4505,30-07-2024 22:17,22:17:00,CNR7258392663,Canceled by Customer,CID626052,Auto,Hulimavu,Vijayanagar,Wrong Address,No Reason,,,335,,0,,,#NAME?
4506,12-07-2024 01:53,01:53:00,CNR4257086492,Success,CID661396,Auto,RT Nagar,HSR Layout,No Reason,No Reason,No,,484,UPI,19,4.7,4.5,#NAME?
4507,05-07-2024 03:21,03:21:00,CNR9957206586,Canceled by Driver,CID548804,Auto,Bellandur,Jayanagar,No Reason,Personal & Car related issue,,,235,,0,,,#NAME?
4508,28-07-2024 14:32,14:32:00,CNR5631335074,Canceled by Driver,CID746819,Auto,Langford Town,Hulimavu,No Reason,More than permitted people in there,,,166,,0,,,#NAME?
4509,03-07-2024 11:13,11:13:00,CNR5458231492,Success,CID675451,Auto,Bannerghatta Road,Vijayanagar,No Reason,No Reason,No,,148,Cash,16,4.9,3.7,#NAME?
4510,20-07-2024 07:58,07:58:00,CNR7330668307,Success,CID689804,Prime Sedan,Cox Town,Tumkur Road,No Reason,No Reason,No,,2361,UPI,4,4.9,3.4,#NAME?
4511,24-07-2024 21:49,21:49:00,CNR7102280386,Driver Not Found,CID810684,Bike,Kengeri,Padmanabhanagar,No Reason,No Reason,,,169,,0,,,#NAME?
4512,02-07-2024 02:39,02:39:00,CNR4189619445,Success,CID537864,Mini,Cox Town,Shantinagar,No Reason,No Reason,No,,953,Cash,8,4.1,3.5,#NAME?
4513,03-07-2024 20:48,20:48:00,CNR6505643195,Canceled by Driver,CID509202,Prime Plus,Hebbal,BTM Layout,No Reason,More than permitted people in there,,,591,,0,,,#NAME?
4514,08-07-2024 09:25,09:25:00,CNR2624590174,Success,CID645276,Prime Plus,Kengeri,Koramangala,No Reason,No Reason,No,,916,UPI,48,3.2,4.9,#NAME?
4515,29-07-2024 02:16,02:16:00,CNR4824420519,Success,CID334028,eBike,Hennur,Rajarajeshwari Nagar,No Reason,No Reason,No,,478,UPI,44,4.7,4.2,#NAME?
4516,25-07-2024 21:40,21:40:00,CNR3216559394,Canceled by Driver,CID935539,Auto,Tumkur Road,Cox Town,No Reason,Personal & Car related issue,,,787,,0,,,#NAME?
4517,03-07-2024 05:37,05:37:00,CNR1566702832,Success,CID270853,Mini,Majestic,Hebbal,No Reason,No Reason,No,,393,Cash,27,3.0,3.5,#NAME?
4518,04-07-2024 11:55,11:55:00,CNR5759608134,Driver Not Found,CID258132,Bike,Yeshwanthpur,Marathahalli,No Reason,No Reason,,,409,,0,,,#NAME?
4519,22-07-2024 04:48,04:48:00,CNR6703342137,Success,CID699845,eBike,Bellandur,BTM Layout,No Reason,No Reason,No,,324,UPI,44,3.4,4.6,#NAME?
4520,19-07-2024 06:47,06:47:00,CNR7459725708,Canceled by Driver,CID717722,eBike,Sahakar Nagar,Yeshwanthpur,No Reason,Personal & Car related issue,,,424,,0,,,#NAME?
4521,12-07-2024 13:57,13:57:00,CNR6726400210,Canceled by Driver,CID429466,Prime Sedan,Hulimavu,Bannerghatta Road,No Reason,Personal & Car related issue,,,191,,0,,,#NAME?
4522,07-07-2024 07:28,07:28:00,CNR6935329460,Canceled by Driver,CID536980,Mini,Kadugodi,Electronic City,No Reason,Personal & Car related issue,,,332,,0,,,#NAME?
4523,19-07-2024 07:53,07:53:00,CNR1253598598,Success,CID492163,Prime Plus,Basavanagudi,Majestic,No Reason,No Reason,No,,866,Cash,49,3.3,3.4,#NAME?
4524,19-07-2024 14:48,14:48:00,CNR4322250740,Canceled by Driver,CID632781,Bike,Chickpet,Rajarajeshwari Nagar,No Reason,Personal & Car related issue,,,258,,0,,,#NAME?
4525,03-07-2024 03:47,03:47:00,CNR6929187387,Canceled by Driver,CID245992,Prime Plus,Rajajinagar,Kadugodi,No Reason,Personal & Car related issue,,,102,,0,,,#NAME?
4526,05-07-2024 06:12,06:12:00,CNR4290606976,Canceled by Customer,CID808571,eBike,Indiranagar,KR Puram,Driver asked to cancel,No Reason,,,479,,0,,,#NAME?
4527,16-07-2024 02:18,02:18:00,CNR3065230825,Success,CID495614,eBike,Mysore Road,Frazer Town,No Reason,No Reason,No,,207,UPI,29,3.4,3.9,#NAME?
4528,12-07-2024 14:42,14:42:00,CNR8716583052,Canceled by Driver,CID950917,eBike,Cox Town,Peenya,No Reason,Customer related issue,,,162,,0,,,#NAME?
4529,26-07-2024 04:06,04:06:00,CNR8333438190,Driver Not Found,CID317622,eBike,Koramangala,Indiranagar,No Reason,No Reason,,,845,,0,,,#NAME?
4530,02-07-2024 20:34,20:34:00,CNR3333295299,Success,CID984231,Prime Sedan,Rajarajeshwari Nagar,Cox Town,No Reason,No Reason,No,,272,UPI,23,4.4,3.9,#NAME?
4531,18-07-2024 15:26,15:26:00,CNR3696976811,Canceled by Driver,CID654358,eBike,JP Nagar,Basavanagudi,No Reason,Customer related issue,,,123,,0,,,#NAME?
4532,01-07-2024 18:06,18:06:00,CNR1424944496,Success,CID174363,eBike,MG Road,Bannerghatta Road,No Reason,No Reason,No,,472,UPI,49,3.3,3.2,#NAME?
4533,11-07-2024 23:19,23:19:00,CNR1654257808,Success,CID726365,Prime Plus,Majestic,Banashankari,No Reason,No Reason,No,,186,UPI,35,4.8,3.8,#NAME?
4534,22-07-2024 04:56,04:56:00,CNR7294090177,Success,CID314593,Prime SUV,Ramamurthy Nagar,Ulsoor,No Reason,No Reason,No,,281,Cash,10,3.2,3.6,#NAME?
4535,04-07-2024 12:19,12:19:00,CNR1474175210,Success,CID191446,Mini,Hebbal,Koramangala,No Reason,No Reason,No,,115,UPI,32,4.3,3.3,#NAME?
4536,05-07-2024 07:27,07:27:00,CNR4791738650,Canceled by Driver,CID235435,Bike,Tumkur Road,Basavanagudi,No Reason,More than permitted people in there,,,344,,0,,,#NAME?
4537,20-07-2024 16:30,16:30:00,CNR1757099092,Success,CID620260,eBike,Tumkur Road,Kammanahalli,No Reason,No Reason,No,,285,UPI,34,4.1,3.1,#NAME?
4538,12-07-2024 08:03,08:03:00,CNR9753041963,Success,CID486133,Prime SUV,Kengeri,Malleshwaram,No Reason,No Reason,No,,429,Cash,27,3.8,4.0,#NAME?
4539,30-07-2024 06:40,06:40:00,CNR3376070331,Canceled by Driver,CID916089,Prime Sedan,Chickpet,Ulsoor,No Reason,More than permitted people in there,,,221,,0,,,#NAME?
4540,18-07-2024 11:54,11:54:00,CNR6283590203,Canceled by Driver,CID178005,eBike,BTM Layout,Yelahanka,No Reason,Customer was coughing/sick,,,383,,0,,,#NAME?
4541,25-07-2024 16:46,16:46:00,CNR2302580893,Canceled by Driver,CID621028,Prime SUV,Marathahalli,Hulimavu,No Reason,Customer was coughing/sick,,,849,,0,,,#NAME?
4542,12-07-2024 04:27,04:27:00,CNR3277875571,Canceled by Driver,CID754796,Prime SUV,Langford Town,Bannerghatta Road,No Reason,Personal & Car related issue,,,208,,0,,,#NAME?
4543,18-07-2024 11:45,11:45:00,CNR7821907073,Canceled by Driver,CID938084,Bike,Jayanagar,Vijayanagar,No Reason,Personal & Car related issue,,,1406,,0,,,#NAME?
4544,09-07-2024 19:26,19:26:00,CNR1190699459,Canceled by Customer,CID980190,Prime Plus,Tumkur Road,Malleshwaram,Driver asked to cancel,No Reason,,,2096,,0,,,#NAME?
4545,22-07-2024 23:09,23:09:00,CNR4257028680,Driver Not Found,CID757100,Mini,Frazer Town,Cox Town,No Reason,No Reason,,,453,,0,,,#NAME?
4546,27-07-2024 03:02,03:02:00,CNR3313935768,Success,CID959801,Bike,Sarjapur Road,Ulsoor,No Reason,No Reason,No,,786,UPI,46,3.5,3.8,#NAME?
4547,12-07-2024 18:33,18:33:00,CNR9950194787,Success,CID259427,eBike,RT Nagar,Koramangala,No Reason,No Reason,No,,673,Cash,35,4.3,4.4,#NAME?
4548,19-07-2024 15:16,15:16:00,CNR7052453671,Canceled by Driver,CID249277,Prime Plus,Magadi Road,Ulsoor,No Reason,Personal & Car related issue,,,254,,0,,,#NAME?
4549,05-07-2024 15:51,15:51:00,CNR7715629085,Success,CID838663,Prime Plus,BTM Layout,HSR Layout,No Reason,No Reason,No,,201,Cash,1,3.4,4.7,#NAME?
4550,02-07-2024 20:10,20:10:00,CNR4433932509,Canceled by Driver,CID462083,eBike,Chickpet,Rajarajeshwari Nagar,No Reason,More than permitted people in there,,,108,,0,,,#NAME?
4551,27-07-2024 06:23,06:23:00,CNR8946551669,Success,CID539883,Prime Sedan,Magadi Road,Padmanabhanagar,No Reason,No Reason,No,,311,Cash,40,3.0,4.1,#NAME?
4552,09-07-2024 20:30,20:30:00,CNR4148656933,Canceled by Driver,CID794729,Mini,Bannerghatta Road,Langford Town,No Reason,Customer related issue,,,235,,0,,,#NAME?
4553,26-07-2024 21:55,21:55:00,CNR1430250694,Success,CID479722,Auto,Hennur,Varthur,No Reason,No Reason,No,,756,Cash,17,4.3,4.2,#NAME?
4554,11-07-2024 16:39,16:39:00,CNR5190179785,Driver Not Found,CID730786,eBike,Tumkur Road,Sarjapur Road,No Reason,No Reason,,,404,,0,,,#NAME?
4555,10-07-2024 09:15,09:15:00,CNR8758896374,Success,CID757910,eBike,Vijayanagar,Kengeri,No Reason,No Reason,No,,730,UPI,40,4.7,4.6,#NAME?
4556,11-07-2024 08:43,08:43:00,CNR1009482583,Success,CID212554,Prime SUV,Jayanagar,Electronic City,No Reason,No Reason,No,,1865,UPI,45,3.0,3.1,#NAME?
4557,21-07-2024 02:10,02:10:00,CNR3019441798,Success,CID361534,Prime SUV,Shivajinagar,Whitefield,No Reason,No Reason,No,,372,Cash,21,3.3,4.4,#NAME?
4558,06-07-2024 09:05,09:05:00,CNR9178683961,Success,CID145937,eBike,KR Puram,Banashankari,No Reason,No Reason,No,,338,Cash,32,4.4,3.9,#NAME?
4559,11-07-2024 06:59,06:59:00,CNR6676941921,Success,CID523850,Bike,Jayanagar,Shantinagar,No Reason,No Reason,No,,364,Cash,2,4.4,4.2,#NAME?
4560,09-07-2024 18:58,18:58:00,CNR8175455511,Success,CID513401,Mini,Marathahalli,BTM Layout,No Reason,No Reason,No,,878,UPI,33,4.2,4.3,#NAME?
4561,18-07-2024 20:12,20:12:00,CNR6296621765,Canceled by Driver,CID844567,Prime Sedan,Banashankari,Magadi Road,No Reason,Personal & Car related issue,,,252,,0,,,#NAME?
4562,14-07-2024 10:26,10:26:00,CNR8174686716,Success,CID801064,Prime Plus,Hennur,Bannerghatta Road,No Reason,No Reason,No,,622,Cash,48,3.4,3.3,#NAME?
4563,10-07-2024 11:53,11:53:00,CNR9613701240,Canceled by Driver,CID321335,Mini,Kammanahalli,Rajarajeshwari Nagar,No Reason,Customer was coughing/sick,,,305,,0,,,#NAME?
4564,27-07-2024 15:33,15:33:00,CNR8807134653,Success,CID293092,Mini,Electronic City,Whitefield,No Reason,No Reason,No,,499,UPI,36,3.4,4.3,#NAME?
4565,10-07-2024 18:23,18:23:00,CNR7877582832,Success,CID321993,Prime Sedan,Devanahalli,Marathahalli,No Reason,No Reason,No,,267,Cash,4,3.4,4.4,#NAME?
4566,12-07-2024 06:57,06:57:00,CNR8740488114,Success,CID459139,Prime Sedan,Shantinagar,Sahakar Nagar,No Reason,No Reason,No,,424,Cash,7,4.7,4.2,#NAME?
4567,20-07-2024 08:30,08:30:00,CNR8328305899,Success,CID319223,Mini,Hosur Road,Cox Town,No Reason,No Reason,No,,451,UPI,8,3.9,4.6,#NAME?
4568,09-07-2024 15:55,15:55:00,CNR8158730599,Success,CID783192,Prime SUV,Peenya,BTM Layout,No Reason,No Reason,No,,735,UPI,11,3.3,3.1,#NAME?
4569,02-07-2024 13:42,13:42:00,CNR9290211189,Success,CID187073,Mini,Kengeri,Majestic,No Reason,No Reason,No,,236,UPI,15,3.7,3.8,#NAME?
4570,02-07-2024 16:44,16:44:00,CNR5376393577,Success,CID301100,eBike,Malleshwaram,Hebbal,No Reason,No Reason,No,,209,Debit Card,33,3.7,3.2,#NAME?
4571,29-07-2024 08:10,08:10:00,CNR2565679826,Success,CID629851,Prime Plus,Sarjapur Road,Marathahalli,No Reason,No Reason,No,,832,Cash,47,4.4,3.4,#NAME?
4572,22-07-2024 21:20,21:20:00,CNR6262741032,Success,CID670609,Prime Sedan,Frazer Town,Padmanabhanagar,No Reason,No Reason,No,,273,Cash,47,4.0,3.3,#NAME?
4573,20-07-2024 06:30,06:30:00,CNR9301227435,Success,CID383647,Mini,Indiranagar,Hennur,No Reason,No Reason,No,,414,Cash,4,4.4,3.5,#NAME?
4574,02-07-2024 11:56,11:56:00,CNR4533916776,Success,CID360799,Bike,Malleshwaram,Padmanabhanagar,No Reason,No Reason,No,,339,UPI,9,4.9,3.7,#NAME?
4575,08-07-2024 09:49,09:49:00,CNR2871677710,Success,CID571777,Prime Sedan,Ulsoor,RT Nagar,No Reason,No Reason,No,,364,Cash,44,4.7,4.3,#NAME?
4576,09-07-2024 23:24,23:24:00,CNR6288561715,Success,CID778217,Prime Plus,Kadugodi,Nagarbhavi,No Reason,No Reason,No,,335,UPI,16,4.6,4.0,#NAME?
4577,22-07-2024 16:36,16:36:00,CNR1297265890,Success,CID794122,Bike,Rajajinagar,Majestic,No Reason,No Reason,No,,289,UPI,33,3.7,4.8,#NAME?
4578,23-07-2024 10:15,10:15:00,CNR2731361557,Canceled by Customer,CID986620,eBike,Yeshwanthpur,Vijayanagar,AC is Not working,No Reason,,,383,,0,,,#NAME?
4579,03-07-2024 01:25,01:25:00,CNR1993391082,Success,CID400132,eBike,Devanahalli,Devanahalli,No Reason,No Reason,No,,496,Cash,10,3.2,4.1,#NAME?
4580,20-07-2024 05:11,05:11:00,CNR1191530715,Canceled by Driver,CID699463,Bike,Ramamurthy Nagar,Varthur,No Reason,More than permitted people in there,,,315,,0,,,#NAME?
4581,08-07-2024 03:59,03:59:00,CNR2391025559,Success,CID941722,Auto,Kadugodi,Electronic City,No Reason,No Reason,No,,172,UPI,3,4.7,3.3,#NAME?
4582,11-07-2024 16:08,16:08:00,CNR1105948656,Success,CID501581,Mini,Rajajinagar,Magadi Road,No Reason,No Reason,No,,377,UPI,5,4.7,3.5,#NAME?
4583,11-07-2024 20:00,20:00:00,CNR2802366063,Canceled by Customer,CID479819,Prime Plus,Yeshwanthpur,Chickpet,Driver asked to cancel,No Reason,,,598,,0,,,#NAME?
4584,11-07-2024 19:14,19:14:00,CNR6991374343,Driver Not Found,CID937264,Mini,Sarjapur Road,JP Nagar,No Reason,No Reason,,,262,,0,,,#NAME?
4585,28-07-2024 08:43,08:43:00,CNR7255651293,Success,CID122313,Prime Sedan,Indiranagar,Kammanahalli,No Reason,No Reason,No,,423,Cash,22,4.2,4.2,#NAME?
4586,10-07-2024 21:55,21:55:00,CNR8793094228,Success,CID733100,Mini,Hebbal,KR Puram,No Reason,No Reason,No,,2093,UPI,15,4.2,4.4,#NAME?
4587,13-07-2024 08:04,08:04:00,CNR2157554941,Success,CID970302,Mini,Indiranagar,Ramamurthy Nagar,No Reason,No Reason,No,,448,Cash,18,5.0,3.1,#NAME?
4588,23-07-2024 01:39,01:39:00,CNR7722590656,Success,CID468835,Prime Sedan,Langford Town,Hebbal,No Reason,No Reason,No,,389,Cash,37,3.4,3.9,#NAME?
4589,18-07-2024 13:49,13:49:00,CNR6138847019,Driver Not Found,CID980897,Prime SUV,Shivajinagar,Shantinagar,No Reason,No Reason,,,2507,,0,,,#NAME?
4590,23-07-2024 18:42,18:42:00,CNR7680364521,Success,CID410979,Bike,Cox Town,Hosur Road,No Reason,No Reason,No,,191,UPI,1,3.9,3.1,#NAME?
4591,05-07-2024 04:54,04:54:00,CNR5882225025,Canceled by Driver,CID154111,Prime SUV,Hennur,Yelahanka,No Reason,Customer related issue,,,307,,0,,,#NAME?
